CurrentLocalTime,FlightState,accel.getAccelX_mss(),gyro.getGyroX_rads(),errorX,cumErrorX,rateErrorX,lastErrorX,outputX,rotatedOutputX,ServoXwrite,ServoX,x,accel.getAccelY_mss(),gyro.getGyroY_rads(),errorY,cumErrorY,rateErrorY,lastErrorY,outputY,rotatedOutputY,ServoYwrite,ServoY,y,z,accel.getAccelZ_mss(),gyro.getGyroZ_rads(),pyro1_State,pyro2_State,pyro3_State,accel.getTemperature_C()
1.45,1,10.52,0.12,0.45,0.02,1.87,0.45,1.39,-3.43,91.72,88.28,-0.49,0.27,0.01,-0.05,-0.01,4.48,-0.05,2.19,2.53,88.74,91.26,0.02,-0.85,0.37,0.12,0,0,0,20.63
1.45,1,10.62,0.18,0.45,0.02,1.87,0.45,1.39,-3.43,91.72,88.28,-0.49,0.13,0.07,-0.05,-0.01,4.48,-0.05,2.19,2.53,88.74,91.26,0.03,-0.88,0.35,0.14,0,0,0,20.63
1.45,1,10.6,0.22,0.45,0.02,1.87,0.45,1.39,-3.43,91.72,88.28,-0.49,0.23,0.02,-0.05,-0.01,4.48,-0.05,2.19,2.53,88.74,91.26,0.03,-0.88,0.5,0.11,0,0,0,20.63
1.45,1,10.64,0.1,0.45,0.02,1.87,0.45,1.39,-3.43,91.72,88.28,-0.5,0.2,0.01,-0.05,-0.01,4.48,-0.05,2.19,2.53,88.74,91.26,0,-0.97,0.4,0.16,0,0,0,20.63
1.45,1,10.67,0.17,0.45,0.02,1.87,0.45,1.39,-3.43,91.72,88.28,-0.51,0.2,0.01,-0.05,-0.01,4.48,-0.05,2.19,2.53,88.74,91.26,-0.02,-1,0.34,0.15,0,0,0,20.63
1.46,1,10.49,0.09,0.52,0.02,7.02,0.52,4.03,-0.67,90.34,89.66,-0.52,0.33,0.11,0.06,-0.01,10.46,0.06,5.29,6.62,86.69,93.31,-0.06,-1.02,0.47,0.15,0,0,0,20.63
1.46,1,10.67,0.14,0.52,0.02,7.02,0.52,4.03,-0.67,90.34,89.66,-0.55,0.14,0.08,0.06,-0.01,10.46,0.06,5.29,6.62,86.69,93.31,-0.1,-1.05,0.55,0.06,0,0,0,20.63
1.46,1,10.7,0.2,0.52,0.02,7.02,0.52,4.03,-0.67,90.34,89.66,-0.55,0.18,0.05,0.06,-0.01,10.46,0.06,5.29,6.62,86.69,93.31,-0.1,-1.05,0.52,0.14,0,0,0,20.63
1.46,1,10.87,0.19,0.52,0.02,7.02,0.52,4.03,-0.67,90.34,89.66,-0.62,0.24,0.19,0.06,-0.01,10.46,0.06,5.29,6.62,86.69,93.31,-0.17,-1.09,0.54,0.22,0,0,0,20.63
1.46,1,10.83,0.13,0.52,0.02,7.02,0.52,4.03,-0.67,90.34,89.66,-0.62,0.21,0.07,0.06,-0.01,10.46,0.06,5.29,6.62,86.69,93.31,-0.17,-1.09,0.39,0.03,0,0,0,20.63
1.46,1,10.82,0.14,0.52,0.02,7.02,0.52,4.03,-0.67,90.34,89.66,-0.69,0.35,0.03,0.06,-0.01,10.46,0.06,5.29,6.62,86.69,93.31,-0.2,-1.1,0.42,0.16,0,0,0,20.63
1.46,1,10.82,0.2,0.52,0.02,7.02,0.52,4.03,-0.67,90.34,89.66,-0.69,0.3,0.16,0.06,-0.01,10.46,0.06,5.29,6.62,86.69,93.31,-0.2,-1.1,0.42,0.22,0,0,0,20.63
1.47,1,10.97,0.23,0.77,0.03,24.29,0.77,12.91,-0.67,90.34,89.66,-0.77,0.37,0.11,0.27,0,21.15,0.27,10.85,6.62,86.69,93.31,-0.27,-1.14,0.35,0.1,0,0,0,20.63
1.47,1,10.85,0.14,0.77,0.03,24.29,0.77,12.91,-0.67,90.34,89.66,-0.77,0.38,0.12,0.27,0,21.15,0.27,10.85,6.62,86.69,93.31,-0.27,-1.14,0.27,0.02,0,0,0,20.63
1.47,1,10.89,0.06,0.77,0.03,24.29,0.77,12.91,-0.67,90.34,89.66,-0.77,0.34,0.05,0.27,0,21.15,0.27,10.85,6.62,86.69,93.31,-0.27,-1.14,0.17,0.16,0,0,0,20.63
1.47,1,10.71,0.02,0.77,0.03,24.29,0.77,12.91,-0.67,90.34,89.66,-0.82,0.25,0.14,0.27,0,21.15,0.27,10.85,6.62,86.69,93.31,-0.4,-1.14,0.27,0.07,0,0,0,20.63
1.47,1,10.71,0.01,0.77,0.03,24.29,0.77,12.91,-0.67,90.34,89.66,-0.85,0.17,0.12,0.27,0,21.15,0.27,10.85,6.62,86.69,93.31,-0.43,-1.16,0.24,0.02,0,0,0,20.63
1.47,1,10.77,0.11,0.77,0.03,24.29,0.77,12.91,-0.67,90.34,89.66,-0.85,0.2,0.09,0.27,0,21.15,0.27,10.85,6.62,86.69,93.31,-0.43,-1.16,0.43,0.16,0,0,0,20.63
1.47,1,10.88,0.1,0.85,0.04,8.62,0.85,5.16,-1.44,90.72,89.28,-0.85,0.21,0.14,0.43,0,15.65,0.43,8.25,9.62,85.19,94.81,-0.43,-1.16,0.37,0.09,0,0,0,20.63
1.48,1,10.86,0.07,0.85,0.04,8.62,0.85,5.16,-1.44,90.72,89.28,-0.85,0.24,0.11,0.43,0,15.65,0.43,8.25,9.62,85.19,94.81,-0.43,-1.16,0.57,0.14,0,0,0,20.63
1.48,1,10.86,0.05,0.85,0.04,8.62,0.85,5.16,-1.44,90.72,89.28,-0.8,0.24,-0.09,0.43,0,15.65,0.43,8.25,9.62,85.19,94.81,-0.42,-1.26,0.63,0.14,0,0,0,20.63
1.48,1,10.86,0.13,0.85,0.04,8.62,0.85,5.16,-1.44,90.72,89.28,-0.79,0.25,-0.07,0.43,0,15.65,0.43,8.25,9.62,85.19,94.81,-0.43,-1.28,0.52,0.04,0,0,0,20.63
1.48,1,10.86,0.05,0.85,0.04,8.62,0.85,5.16,-1.44,90.72,89.28,-0.81,0.21,-0.08,0.43,0,15.65,0.43,8.25,9.62,85.19,94.81,-0.45,-1.29,0.66,0.05,0,0,0,20.63
1.48,1,10.77,0.01,0.85,0.04,8.62,0.85,5.16,-1.44,90.72,89.28,-0.82,0.29,-0.01,0.43,0,15.65,0.43,8.25,9.62,85.19,94.81,-0.47,-1.29,0.52,0.13,0,0,0,20.63
1.48,1,10.65,0.05,0.83,0.05,-1.81,0.83,-0.07,-1.44,90.72,89.28,-0.83,0.36,-0.01,0.51,0.01,7.93,0.51,4.47,9.62,85.19,94.81,-0.51,-1.31,0.49,0.12,0,0,0,20.63
1.49,1,10.75,0.13,0.83,0.05,-1.81,0.83,-0.07,-1.44,90.72,89.28,-0.83,0.17,0.06,0.51,0.01,7.93,0.51,4.47,9.62,85.19,94.81,-0.51,-1.31,0.63,0.14,0,0,0,20.63
1.49,1,10.7,-0.04,0.83,0.05,-1.81,0.83,-0.07,-1.44,90.72,89.28,-0.83,0.17,-0.02,0.51,0.01,7.93,0.51,4.47,9.62,85.19,94.81,-0.51,-1.31,0.57,0.11,0,0,0,20.63
1.49,1,10.6,0.15,0.83,0.05,-1.81,0.83,-0.07,-1.44,90.72,89.28,-0.83,0.14,-0.09,0.51,0.01,7.93,0.51,4.47,9.62,85.19,94.81,-0.51,-1.31,0.53,0.06,0,0,0,20.63
1.49,1,10.74,0.02,0.83,0.05,-1.81,0.83,-0.07,-1.44,90.72,89.28,-0.87,0.32,0.06,0.51,0.01,7.93,0.51,4.47,9.62,85.19,94.81,-0.63,-1.32,0.68,0.03,0,0,0,20.63
1.49,1,10.72,0.03,0.83,0.05,-1.81,0.83,-0.07,-1.44,90.72,89.28,-0.88,0.34,0.1,0.51,0.01,7.93,0.51,4.47,9.62,85.19,94.81,-0.66,-1.33,0.62,0.2,0,0,0,20.63
1.49,1,10.8,0.12,0.83,0.05,-1.81,0.83,-0.07,-1.44,90.72,89.28,-0.88,0.34,-0.01,0.51,0.01,7.93,0.51,4.47,9.62,85.19,94.81,-0.66,-1.33,0.81,0.12,0,0,0,20.63
1.49,1,10.71,-0.13,0.88,0.06,5.17,0.88,3.47,-1.39,90.69,89.31,-0.88,0.39,0.05,0.66,0.01,15.66,0.66,8.49,9.07,85.47,94.53,-0.66,-1.33,0.78,0.28,0,0,0,20.63
1.5,1,10.75,0.16,0.88,0.06,5.17,0.88,3.47,-1.39,90.69,89.31,-0.88,0.41,0.03,0.66,0.01,15.66,0.66,8.49,9.07,85.47,94.53,-0.66,-1.33,0.83,0.15,0,0,0,20.63
1.5,1,10.71,0.08,0.88,0.06,5.17,0.88,3.47,-1.39,90.69,89.31,-0.86,0.45,0.18,0.66,0.01,15.66,0.66,8.49,9.07,85.47,94.53,-0.79,-1.42,0.74,0.23,0,0,0,20.63
1.5,1,10.7,0.12,0.88,0.06,5.17,0.88,3.47,-1.39,90.69,89.31,-0.84,0.44,0.13,0.66,0.01,15.66,0.66,8.49,9.07,85.47,94.53,-0.82,-1.44,0.85,0.04,0,0,0,20.63
1.5,1,10.69,0.02,0.88,0.06,5.17,0.88,3.47,-1.39,90.69,89.31,-0.84,0.41,0,0.66,0.01,15.66,0.66,8.49,9.07,85.47,94.53,-0.82,-1.46,0.86,0.1,0,0,0,20.63
1.5,1,10.77,0.2,0.88,0.06,5.17,0.88,3.47,-1.39,90.69,89.31,-0.83,0.4,0.04,0.66,0.01,15.66,0.66,8.49,9.07,85.47,94.53,-0.84,-1.48,0.84,0,0,0,0,20.63
1.5,1,10.66,0.23,0.83,0.06,-5.03,0.83,-1.68,-1.39,90.69,89.31,-0.83,0.42,-0.07,0.84,0.02,17.89,0.84,9.79,9.07,85.47,94.53,-0.84,-1.48,0.73,-0.03,0,0,0,20.63
1.51,1,10.55,0.09,0.83,0.06,-5.03,0.83,-1.68,-1.39,90.69,89.31,-0.81,0.43,0,0.84,0.02,17.89,0.84,9.79,9.07,85.47,94.53,-0.89,-1.55,0.78,0.14,0,0,0,20.63
1.51,1,10.57,0.15,0.83,0.06,-5.03,0.83,-1.68,-1.39,90.69,89.31,-0.81,0.45,-0.03,0.84,0.02,17.89,0.84,9.79,9.07,85.47,94.53,-0.89,-1.55,0.65,0.03,0,0,0,20.63
1.51,1,10.39,0.12,0.83,0.06,-5.03,0.83,-1.68,-1.39,90.69,89.31,-0.79,0.39,-0.01,0.84,0.02,17.89,0.84,9.79,9.07,85.47,94.53,-0.94,-1.58,0.67,-0.02,0,0,0,20.63
1.51,1,10.31,0.12,0.83,0.06,-5.03,0.83,-1.68,-1.39,90.69,89.31,-0.79,0.44,0.01,0.84,0.02,17.89,0.84,9.79,9.07,85.47,94.53,-0.94,-1.61,0.68,0.24,0,0,0,20.63
1.51,1,10.31,0.14,0.83,0.06,-5.03,0.83,-1.68,-1.39,90.69,89.31,-0.76,0.28,-0.08,0.84,0.02,17.89,0.84,9.79,9.07,85.47,94.53,-0.97,-1.63,0.65,-0.04,0,0,0,20.63
1.51,1,10.24,0.17,0.83,0.06,-5.03,0.83,-1.68,-1.39,90.69,89.31,-0.77,0.3,-0.1,0.84,0.02,17.89,0.84,9.79,9.07,85.47,94.53,-1.01,-1.65,0.82,0.06,0,0,0,20.63
1.51,1,10.45,0.13,0.77,0.07,-6.8,0.77,-2.63,1.94,89.03,90.97,-0.77,0.19,-0.08,1.01,0.03,16.39,1.01,9.2,9.37,85.31,94.69,-1.01,-1.65,0.98,0.17,0,0,0,20.63
1.52,1,10.49,0.11,0.77,0.07,-6.8,0.77,-2.63,1.94,89.03,90.97,-0.76,0.06,-0.11,1.01,0.03,16.39,1.01,9.2,9.37,85.31,94.69,-1.04,-1.69,1.01,0.28,0,0,0,20.63
1.52,1,10.57,0.02,0.77,0.07,-6.8,0.77,-2.63,1.94,89.03,90.97,-0.73,0.03,0.05,1.01,0.03,16.39,1.01,9.2,9.37,85.31,94.69,-1.06,-1.74,1.23,0.2,0,0,0,20.63
1.52,1,10.72,0.14,0.77,0.07,-6.8,0.77,-2.63,1.94,89.03,90.97,-0.73,0.08,-0.09,1.01,0.03,16.39,1.01,9.2,9.37,85.31,94.69,-1.06,-1.74,1.2,0.15,0,0,0,20.63
1.52,1,10.96,0.16,0.77,0.07,-6.8,0.77,-2.63,1.94,89.03,90.97,-0.7,0.11,-0.13,1.01,0.03,16.39,1.01,9.2,9.37,85.31,94.69,-1.11,-1.79,1.13,0.18,0,0,0,20.63
1.52,1,10.8,0.11,0.77,0.07,-6.8,0.77,-2.63,1.94,89.03,90.97,-0.68,0.2,-0.18,1.01,0.03,16.39,1.01,9.2,9.37,85.31,94.69,-1.1,-1.82,1.16,0.11,0,0,0,20.63
1.52,1,10.78,0.12,0.68,0.08,-8.93,0.68,-3.79,1.94,89.03,90.97,-0.68,0.29,-0.2,1.1,0.04,9.39,1.1,5.8,9.37,85.31,94.69,-1.1,-1.82,0.89,0.13,0,0,0,20.63
1.53,1,10.67,0.09,0.68,0.08,-8.93,0.68,-3.79,1.94,89.03,90.97,-0.61,0.25,-0.12,1.1,0.04,9.39,1.1,5.8,9.37,85.31,94.69,-1.14,-1.89,0.93,0.11,0,0,0,20.63
1.53,1,10.38,0.1,0.68,0.08,-8.93,0.68,-3.79,1.94,89.03,90.97,-0.57,0.21,-0.13,1.1,0.04,9.39,1.1,5.8,9.37,85.31,94.69,-1.15,-1.91,0.75,0.02,0,0,0,20.63
1.53,1,10.26,0.1,0.68,0.08,-8.93,0.68,-3.79,1.94,89.03,90.97,-0.57,0.17,-0.22,1.1,0.04,9.39,1.1,5.8,9.37,85.31,94.69,-1.15,-1.91,0.56,0.07,0,0,0,20.63
1.53,1,10.14,0.04,0.68,0.08,-8.93,0.68,-3.79,1.94,89.03,90.97,-0.49,0.2,-0.18,1.1,0.04,9.39,1.1,5.8,9.37,85.31,94.69,-1.18,-1.92,0.49,0.14,0,0,0,20.63
1.53,1,10.16,0.09,0.68,0.08,-8.93,0.68,-3.79,1.94,89.03,90.97,-0.44,0.29,-0.16,1.1,0.04,9.39,1.1,5.8,9.37,85.31,94.69,-1.21,-1.94,0.47,0.1,0,0,0,20.63
1.53,1,10.05,0.08,0.68,0.08,-8.93,0.68,-3.79,1.94,89.03,90.97,-0.44,0.18,-0.24,1.1,0.04,9.39,1.1,5.8,9.37,85.31,94.69,-1.21,-1.94,0.43,0.08,0,0,0,20.63
1.54,1,9.92,-0.02,0.35,0.08,-32.43,0.35,-15.86,10.62,84.69,95.31,-0.35,0.19,-0.28,1.26,0.06,15.71,1.26,9.11,14.89,82.55,97.45,-1.26,-2,0.42,0.16,0,0,0,20.63
1.54,1,9.93,-0.05,0.35,0.08,-32.43,0.35,-15.86,10.62,84.69,95.31,-0.31,0.09,-0.11,1.26,0.06,15.71,1.26,9.11,14.89,82.55,97.45,-1.26,-2,0.25,0.02,0,0,0,20.63
1.54,1,9.93,0.1,0.35,0.08,-32.43,0.35,-15.86,10.62,84.69,95.31,-0.31,0.17,-0.16,1.26,0.06,15.71,1.26,9.11,14.89,82.55,97.45,-1.26,-2,0.32,0.1,0,0,0,20.63
1.54,1,9.85,0.05,0.35,0.08,-32.43,0.35,-15.86,10.62,84.69,95.31,-0.27,0.21,-0.17,1.26,0.06,15.71,1.26,9.11,14.89,82.55,97.45,-1.29,-1.99,0.37,0.17,0,0,0,20.63
1.54,1,9.89,-0.01,0.35,0.08,-32.43,0.35,-15.86,10.62,84.69,95.31,-0.24,0.33,-0.21,1.26,0.06,15.71,1.26,9.11,14.89,82.55,97.45,-1.33,-2,0.5,0.07,0,0,0,20.63
1.54,1,9.69,0.04,0.35,0.08,-32.43,0.35,-15.86,10.62,84.69,95.31,-0.21,0.19,-0.21,1.26,0.06,15.71,1.26,9.11,14.89,82.55,97.45,-1.37,-1.99,0.47,0.07,0,0,0,20.63
1.55,1,9.75,-0.02,0.2,0.08,-15.76,0.2,-7.69,10.62,84.69,95.31,-0.2,0.34,-0.14,1.39,0.07,13.6,1.39,8.19,14.89,82.55,97.45,-1.39,-2,0.68,0.14,0,0,0,20.63
1.55,1,9.81,0.06,0.2,0.08,-15.76,0.2,-7.69,10.62,84.69,95.31,-0.15,0.22,-0.08,1.39,0.07,13.6,1.39,8.19,14.89,82.55,97.45,-1.42,-2.02,0.54,0.2,0,0,0,20.63
